SubjectUUID, StudentUUID, Grade
a014d677-9e54-4377-822a-65b31be2848f, a014d677-9e54-4377-822a-65b31be2848f, 8.35
a014d677-9e54-4377-822a-65b31be2848f, a014d677-9e54-4377-822a-65b31be2848f, 7.69
a014d677-9e54-4377-822a-65b31be2848f, a014d677-9e54-4377-822a-65b31be2848f, 9.6
a014d677-9e54-4377-822a-65b31be2848f, a014d677-9e54-4377-822a-65b31be2848f, 0.17
a014d677-9e54-4377-822a-65b31be2848f, a014d677-9e54-4377-822a-65b31be2848f, 3.96
a014d677-9e54-4377-822a-65b31be2848f, a014d677-9e54-4377-822a-65b31be2848f, 1.55
169ff13e-2e6b-473c-98c1-340ac7b56f76, 169ff13e-2e6b-473c-98c1-340ac7b56f76, 6.86
169ff13e-2e6b-473c-98c1-340ac7b56f76, 169ff13e-2e6b-473c-98c1-340ac7b56f76, 7.1
169ff13e-2e6b-473c-98c1-340ac7b56f76, 169ff13e-2e6b-473c-98c1-340ac7b56f76, 1.14
169ff13e-2e6b-473c-98c1-340ac7b56f76, 169ff13e-2e6b-473c-98c1-340ac7b56f76, 8.53
169ff13e-2e6b-473c-98c1-340ac7b56f76, 169ff13e-2e6b-473c-98c1-340ac7b56f76, 2.32
169ff13e-2e6b-473c-98c1-340ac7b56f76, 169ff13e-2e6b-473c-98c1-340ac7b56f76, 9.29
169ff13e-2e6b-473c-98c1-340ac7b56f76, 169ff13e-2e6b-473c-98c1-340ac7b56f76, 7.77
169ff13e-2e6b-473c-98c1-340ac7b56f76, 169ff13e-2e6b-473c-98c1-340ac7b56f76, 6.96
29296d33-b2ab-4f63-a11a-02b4e84a38b0, 29296d33-b2ab-4f63-a11a-02b4e84a38b0, 0.22
29296d33-b2ab-4f63-a11a-02b4e84a38b0, 29296d33-b2ab-4f63-a11a-02b4e84a38b0, 5.37
29296d33-b2ab-4f63-a11a-02b4e84a38b0, 29296d33-b2ab-4f63-a11a-02b4e84a38b0, 3.84
29296d33-b2ab-4f63-a11a-02b4e84a38b0, 29296d33-b2ab-4f63-a11a-02b4e84a38b0, 6.07
29296d33-b2ab-4f63-a11a-02b4e84a38b0, 29296d33-b2ab-4f63-a11a-02b4e84a38b0, 3.15
29296d33-b2ab-4f63-a11a-02b4e84a38b0, 29296d33-b2ab-4f63-a11a-02b4e84a38b0, 6.48
29296d33-b2ab-4f63-a11a-02b4e84a38b0, 29296d33-b2ab-4f63-a11a-02b4e84a38b0, 1.84
29296d33-b2ab-4f63-a11a-02b4e84a38b0, 29296d33-b2ab-4f63-a11a-02b4e84a38b0, 6.42
1327eb8f-58de-4a74-8dd1-803b94ee1772, 1327eb8f-58de-4a74-8dd1-803b94ee1772, 5.79
1327eb8f-58de-4a74-8dd1-803b94ee1772, 1327eb8f-58de-4a74-8dd1-803b94ee1772, 1.63
1327eb8f-58de-4a74-8dd1-803b94ee1772, 1327eb8f-58de-4a74-8dd1-803b94ee1772, 7.36
1327eb8f-58de-4a74-8dd1-803b94ee1772, 1327eb8f-58de-4a74-8dd1-803b94ee1772, 0.41
1327eb8f-58de-4a74-8dd1-803b94ee1772, 1327eb8f-58de-4a74-8dd1-803b94ee1772, 8.14
1327eb8f-58de-4a74-8dd1-803b94ee1772, 1327eb8f-58de-4a74-8dd1-803b94ee1772, 4.46
1327eb8f-58de-4a74-8dd1-803b94ee1772, 1327eb8f-58de-4a74-8dd1-803b94ee1772, 7.71
1327eb8f-58de-4a74-8dd1-803b94ee1772, 1327eb8f-58de-4a74-8dd1-803b94ee1772, 0.35
ac90b60d-6a33-4ad9-befb-77960c878a4c, ac90b60d-6a33-4ad9-befb-77960c878a4c, 9.73
ac90b60d-6a33-4ad9-befb-77960c878a4c, ac90b60d-6a33-4ad9-befb-77960c878a4c, 6.11
ac90b60d-6a33-4ad9-befb-77960c878a4c, ac90b60d-6a33-4ad9-befb-77960c878a4c, 4.85
ac90b60d-6a33-4ad9-befb-77960c878a4c, ac90b60d-6a33-4ad9-befb-77960c878a4c, 7.11
ac90b60d-6a33-4ad9-befb-77960c878a4c, ac90b60d-6a33-4ad9-befb-77960c878a4c, 2.17
ac90b60d-6a33-4ad9-befb-77960c878a4c, ac90b60d-6a33-4ad9-befb-77960c878a4c, 9.86
ac90b60d-6a33-4ad9-befb-77960c878a4c, ac90b60d-6a33-4ad9-befb-77960c878a4c, 6.14
ac90b60d-6a33-4ad9-befb-77960c878a4c, ac90b60d-6a33-4ad9-befb-77960c878a4c, 6.01
7ce71525-c997-45f9-87e8-605f87f59f58, 7ce71525-c997-45f9-87e8-605f87f59f58, 1.73
7ce71525-c997-45f9-87e8-605f87f59f58, 7ce71525-c997-45f9-87e8-605f87f59f58, 5.75
7ce71525-c997-45f9-87e8-605f87f59f58, 7ce71525-c997-45f9-87e8-605f87f59f58, 3.83
7ce71525-c997-45f9-87e8-605f87f59f58, 7ce71525-c997-45f9-87e8-605f87f59f58, 2.03
7ce71525-c997-45f9-87e8-605f87f59f58, 7ce71525-c997-45f9-87e8-605f87f59f58, 3.06
7ce71525-c997-45f9-87e8-605f87f59f58, 7ce71525-c997-45f9-87e8-605f87f59f58, 5.42
7ce71525-c997-45f9-87e8-605f87f59f58, 7ce71525-c997-45f9-87e8-605f87f59f58, 3.4
7ce71525-c997-45f9-87e8-605f87f59f58, 7ce71525-c997-45f9-87e8-605f87f59f58, 9.54
933c96ca-e027-4f85-9bb8-ce055eef96fc, 933c96ca-e027-4f85-9bb8-ce055eef96fc, 5.59
933c96ca-e027-4f85-9bb8-ce055eef96fc, 933c96ca-e027-4f85-9bb8-ce055eef96fc, 4.8
933c96ca-e027-4f85-9bb8-ce055eef96fc, 933c96ca-e027-4f85-9bb8-ce055eef96fc, 9.49
933c96ca-e027-4f85-9bb8-ce055eef96fc, 933c96ca-e027-4f85-9bb8-ce055eef96fc, 2.92
933c96ca-e027-4f85-9bb8-ce055eef96fc, 933c96ca-e027-4f85-9bb8-ce055eef96fc, 2.66
933c96ca-e027-4f85-9bb8-ce055eef96fc, 933c96ca-e027-4f85-9bb8-ce055eef96fc, 2.49
933c96ca-e027-4f85-9bb8-ce055eef96fc, 933c96ca-e027-4f85-9bb8-ce055eef96fc, 7.01
933c96ca-e027-4f85-9bb8-ce055eef96fc, 933c96ca-e027-4f85-9bb8-ce055eef96fc, 7.99
bf54837d-4e99-427c-a643-6bba0c0980cb, bf54837d-4e99-427c-a643-6bba0c0980cb, 8.84
bf54837d-4e99-427c-a643-6bba0c0980cb, bf54837d-4e99-427c-a643-6bba0c0980cb, 4.68
bf54837d-4e99-427c-a643-6bba0c0980cb, bf54837d-4e99-427c-a643-6bba0c0980cb, 8.49
bf54837d-4e99-427c-a643-6bba0c0980cb, bf54837d-4e99-427c-a643-6bba0c0980cb, 1.59
bf54837d-4e99-427c-a643-6bba0c0980cb, bf54837d-4e99-427c-a643-6bba0c0980cb, 5.1
bf54837d-4e99-427c-a643-6bba0c0980cb, bf54837d-4e99-427c-a643-6bba0c0980cb, 1.37
bf54837d-4e99-427c-a643-6bba0c0980cb, bf54837d-4e99-427c-a643-6bba0c0980cb, 7.78
bf54837d-4e99-427c-a643-6bba0c0980cb, bf54837d-4e99-427c-a643-6bba0c0980cb, 3.98
4521e340-51f8-42a6-adc1-a53478b0f474, 4521e340-51f8-42a6-adc1-a53478b0f474, 7.6
4521e340-51f8-42a6-adc1-a53478b0f474, 4521e340-51f8-42a6-adc1-a53478b0f474, 3.1
4521e340-51f8-42a6-adc1-a53478b0f474, 4521e340-51f8-42a6-adc1-a53478b0f474, 9.17
4521e340-51f8-42a6-adc1-a53478b0f474, 4521e340-51f8-42a6-adc1-a53478b0f474, 6.41
4521e340-51f8-42a6-adc1-a53478b0f474, 4521e340-51f8-42a6-adc1-a53478b0f474, 8.74
4521e340-51f8-42a6-adc1-a53478b0f474, 4521e340-51f8-42a6-adc1-a53478b0f474, 7.31
4521e340-51f8-42a6-adc1-a53478b0f474, 4521e340-51f8-42a6-adc1-a53478b0f474, 5.07
4521e340-51f8-42a6-adc1-a53478b0f474, 4521e340-51f8-42a6-adc1-a53478b0f474, 2.58
998ec803-721f-492b-a52f-169e2b375036, 998ec803-721f-492b-a52f-169e2b375036, 8.33
998ec803-721f-492b-a52f-169e2b375036, 998ec803-721f-492b-a52f-169e2b375036, 5.44
998ec803-721f-492b-a52f-169e2b375036, 998ec803-721f-492b-a52f-169e2b375036, 5.82
998ec803-721f-492b-a52f-169e2b375036, 998ec803-721f-492b-a52f-169e2b375036, 2.62
998ec803-721f-492b-a52f-169e2b375036, 998ec803-721f-492b-a52f-169e2b375036, 8.12
998ec803-721f-492b-a52f-169e2b375036, 998ec803-721f-492b-a52f-169e2b375036, 2.2
998ec803-721f-492b-a52f-169e2b375036, 998ec803-721f-492b-a52f-169e2b375036, 3.88
998ec803-721f-492b-a52f-169e2b375036, 998ec803-721f-492b-a52f-169e2b375036, 9.2
f103dd21-505b-48a2-9898-6a1e1606613a, f103dd21-505b-48a2-9898-6a1e1606613a, 0.12
f103dd21-505b-48a2-9898-6a1e1606613a, f103dd21-505b-48a2-9898-6a1e1606613a, 5.41
f103dd21-505b-48a2-9898-6a1e1606613a, f103dd21-505b-48a2-9898-6a1e1606613a, 5.62
f103dd21-505b-48a2-9898-6a1e1606613a, f103dd21-505b-48a2-9898-6a1e1606613a, 6.65
f103dd21-505b-48a2-9898-6a1e1606613a, f103dd21-505b-48a2-9898-6a1e1606613a, 8.59
f103dd21-505b-48a2-9898-6a1e1606613a, f103dd21-505b-48a2-9898-6a1e1606613a, 4.31
f103dd21-505b-48a2-9898-6a1e1606613a, f103dd21-505b-48a2-9898-6a1e1606613a, 4.52
f103dd21-505b-48a2-9898-6a1e1606613a, f103dd21-505b-48a2-9898-6a1e1606613a, 9.5
f41796dd-c771-46a9-886d-c4c492f0049d, f41796dd-c771-46a9-886d-c4c492f0049d, 4.91
f41796dd-c771-46a9-886d-c4c492f0049d, f41796dd-c771-46a9-886d-c4c492f0049d, 6.67
f41796dd-c771-46a9-886d-c4c492f0049d, f41796dd-c771-46a9-886d-c4c492f0049d, 5.63
f41796dd-c771-46a9-886d-c4c492f0049d, f41796dd-c771-46a9-886d-c4c492f0049d, 8.51
f41796dd-c771-46a9-886d-c4c492f0049d, f41796dd-c771-46a9-886d-c4c492f0049d, 0.04
f41796dd-c771-46a9-886d-c4c492f0049d, f41796dd-c771-46a9-886d-c4c492f0049d, 9.75
f41796dd-c771-46a9-886d-c4c492f0049d, f41796dd-c771-46a9-886d-c4c492f0049d, 2.89
f41796dd-c771-46a9-886d-c4c492f0049d, f41796dd-c771-46a9-886d-c4c492f0049d, 0.34
30aed783-2779-4cdb-a359-d26c1671ea27, 30aed783-2779-4cdb-a359-d26c1671ea27, 4.69
30aed783-2779-4cdb-a359-d26c1671ea27, 30aed783-2779-4cdb-a359-d26c1671ea27, 1.69
30aed783-2779-4cdb-a359-d26c1671ea27, 30aed783-2779-4cdb-a359-d26c1671ea27, 0.64
30aed783-2779-4cdb-a359-d26c1671ea27, 30aed783-2779-4cdb-a359-d26c1671ea27, 4.93
30aed783-2779-4cdb-a359-d26c1671ea27, 30aed783-2779-4cdb-a359-d26c1671ea27, 4.06
30aed783-2779-4cdb-a359-d26c1671ea27, 30aed783-2779-4cdb-a359-d26c1671ea27, 0.67
30aed783-2779-4cdb-a359-d26c1671ea27, 30aed783-2779-4cdb-a359-d26c1671ea27, 6.13
30aed783-2779-4cdb-a359-d26c1671ea27, 30aed783-2779-4cdb-a359-d26c1671ea27, 3.14
fb2b08a7-50af-4159-8588-49ed2d5c85f4, fb2b08a7-50af-4159-8588-49ed2d5c85f4, 4.75
fb2b08a7-50af-4159-8588-49ed2d5c85f4, fb2b08a7-50af-4159-8588-49ed2d5c85f4, 5.84
fb2b08a7-50af-4159-8588-49ed2d5c85f4, fb2b08a7-50af-4159-8588-49ed2d5c85f4, 9.54
fb2b08a7-50af-4159-8588-49ed2d5c85f4, fb2b08a7-50af-4159-8588-49ed2d5c85f4, 1.49
fb2b08a7-50af-4159-8588-49ed2d5c85f4, fb2b08a7-50af-4159-8588-49ed2d5c85f4, 7.7
fb2b08a7-50af-4159-8588-49ed2d5c85f4, fb2b08a7-50af-4159-8588-49ed2d5c85f4, 9.46
fb2b08a7-50af-4159-8588-49ed2d5c85f4, fb2b08a7-50af-4159-8588-49ed2d5c85f4, 4.74
fb2b08a7-50af-4159-8588-49ed2d5c85f4, fb2b08a7-50af-4159-8588-49ed2d5c85f4, 9.79
dd0e6bf8-7952-4f32-a774-b6e10edb99a7, dd0e6bf8-7952-4f32-a774-b6e10edb99a7, 0.05
dd0e6bf8-7952-4f32-a774-b6e10edb99a7, dd0e6bf8-7952-4f32-a774-b6e10edb99a7, 2.82
dd0e6bf8-7952-4f32-a774-b6e10edb99a7, dd0e6bf8-7952-4f32-a774-b6e10edb99a7, 5.65
dd0e6bf8-7952-4f32-a774-b6e10edb99a7, dd0e6bf8-7952-4f32-a774-b6e10edb99a7, 2.93
dd0e6bf8-7952-4f32-a774-b6e10edb99a7, dd0e6bf8-7952-4f32-a774-b6e10edb99a7, 2.34
dd0e6bf8-7952-4f32-a774-b6e10edb99a7, dd0e6bf8-7952-4f32-a774-b6e10edb99a7, 8.92
dd0e6bf8-7952-4f32-a774-b6e10edb99a7, dd0e6bf8-7952-4f32-a774-b6e10edb99a7, 7.07
dd0e6bf8-7952-4f32-a774-b6e10edb99a7, dd0e6bf8-7952-4f32-a774-b6e10edb99a7, 4.57
fa019a10-162f-4f41-85ef-628dd27bb5f0, fa019a10-162f-4f41-85ef-628dd27bb5f0, 6.57
fa019a10-162f-4f41-85ef-628dd27bb5f0, fa019a10-162f-4f41-85ef-628dd27bb5f0, 0.81
fa019a10-162f-4f41-85ef-628dd27bb5f0, fa019a10-162f-4f41-85ef-628dd27bb5f0, 5.02
fa019a10-162f-4f41-85ef-628dd27bb5f0, fa019a10-162f-4f41-85ef-628dd27bb5f0, 6.35
fa019a10-162f-4f41-85ef-628dd27bb5f0, fa019a10-162f-4f41-85ef-628dd27bb5f0, 9.51
fa019a10-162f-4f41-85ef-628dd27bb5f0, fa019a10-162f-4f41-85ef-628dd27bb5f0, 5.69
fa019a10-162f-4f41-85ef-628dd27bb5f0, fa019a10-162f-4f41-85ef-628dd27bb5f0, 2.04
fa019a10-162f-4f41-85ef-628dd27bb5f0, fa019a10-162f-4f41-85ef-628dd27bb5f0, 7.96
45aeffff-b0ea-4354-89b4-e47b0f3bd1f6, 45aeffff-b0ea-4354-89b4-e47b0f3bd1f6, 5.45
45aeffff-b0ea-4354-89b4-e47b0f3bd1f6, 45aeffff-b0ea-4354-89b4-e47b0f3bd1f6, 8.65
45aeffff-b0ea-4354-89b4-e47b0f3bd1f6, 45aeffff-b0ea-4354-89b4-e47b0f3bd1f6, 6.04
45aeffff-b0ea-4354-89b4-e47b0f3bd1f6, 45aeffff-b0ea-4354-89b4-e47b0f3bd1f6, 1.3
45aeffff-b0ea-4354-89b4-e47b0f3bd1f6, 45aeffff-b0ea-4354-89b4-e47b0f3bd1f6, 1.46
45aeffff-b0ea-4354-89b4-e47b0f3bd1f6, 45aeffff-b0ea-4354-89b4-e47b0f3bd1f6, 6.33
45aeffff-b0ea-4354-89b4-e47b0f3bd1f6, 45aeffff-b0ea-4354-89b4-e47b0f3bd1f6, 4.4
45aeffff-b0ea-4354-89b4-e47b0f3bd1f6, 45aeffff-b0ea-4354-89b4-e47b0f3bd1f6, 1.4
b44fcfde-b834-4c40-ad33-75c3cfd26542, b44fcfde-b834-4c40-ad33-75c3cfd26542, 2.28
b44fcfde-b834-4c40-ad33-75c3cfd26542, b44fcfde-b834-4c40-ad33-75c3cfd26542, 0.37
b44fcfde-b834-4c40-ad33-75c3cfd26542, b44fcfde-b834-4c40-ad33-75c3cfd26542, 2.52
b44fcfde-b834-4c40-ad33-75c3cfd26542, b44fcfde-b834-4c40-ad33-75c3cfd26542, 7.02
b44fcfde-b834-4c40-ad33-75c3cfd26542, b44fcfde-b834-4c40-ad33-75c3cfd26542, 9.84
b44fcfde-b834-4c40-ad33-75c3cfd26542, b44fcfde-b834-4c40-ad33-75c3cfd26542, 9.12
b44fcfde-b834-4c40-ad33-75c3cfd26542, b44fcfde-b834-4c40-ad33-75c3cfd26542, 3.3
b44fcfde-b834-4c40-ad33-75c3cfd26542, b44fcfde-b834-4c40-ad33-75c3cfd26542, 4.96
fbe2f2fb-02c3-47c2-9ab7-07f7dd0da97d, fbe2f2fb-02c3-47c2-9ab7-07f7dd0da97d, 0.87
fbe2f2fb-02c3-47c2-9ab7-07f7dd0da97d, fbe2f2fb-02c3-47c2-9ab7-07f7dd0da97d, 8.82
fbe2f2fb-02c3-47c2-9ab7-07f7dd0da97d, fbe2f2fb-02c3-47c2-9ab7-07f7dd0da97d, 0.56
fbe2f2fb-02c3-47c2-9ab7-07f7dd0da97d, fbe2f2fb-02c3-47c2-9ab7-07f7dd0da97d, 2.36
fbe2f2fb-02c3-47c2-9ab7-07f7dd0da97d, fbe2f2fb-02c3-47c2-9ab7-07f7dd0da97d, 0.86
fbe2f2fb-02c3-47c2-9ab7-07f7dd0da97d, fbe2f2fb-02c3-47c2-9ab7-07f7dd0da97d, 1.2
fbe2f2fb-02c3-47c2-9ab7-07f7dd0da97d, fbe2f2fb-02c3-47c2-9ab7-07f7dd0da97d, 8.09
fbe2f2fb-02c3-47c2-9ab7-07f7dd0da97d, fbe2f2fb-02c3-47c2-9ab7-07f7dd0da97d, 0.44
151c9fd9-12a3-4bb5-8aff-0cc85e492838, 151c9fd9-12a3-4bb5-8aff-0cc85e492838, 4.68
151c9fd9-12a3-4bb5-8aff-0cc85e492838, 151c9fd9-12a3-4bb5-8aff-0cc85e492838, 4.05
151c9fd9-12a3-4bb5-8aff-0cc85e492838, 151c9fd9-12a3-4bb5-8aff-0cc85e492838, 7.2
151c9fd9-12a3-4bb5-8aff-0cc85e492838, 151c9fd9-12a3-4bb5-8aff-0cc85e492838, 7.16
151c9fd9-12a3-4bb5-8aff-0cc85e492838, 151c9fd9-12a3-4bb5-8aff-0cc85e492838, 3.5
151c9fd9-12a3-4bb5-8aff-0cc85e492838, 151c9fd9-12a3-4bb5-8aff-0cc85e492838, 8.66
151c9fd9-12a3-4bb5-8aff-0cc85e492838, 151c9fd9-12a3-4bb5-8aff-0cc85e492838, 4.05
151c9fd9-12a3-4bb5-8aff-0cc85e492838, 151c9fd9-12a3-4bb5-8aff-0cc85e492838, 1.61
f5ea8bde-54ef-40a6-9dbd-122c359249dc, f5ea8bde-54ef-40a6-9dbd-122c359249dc, 1.78
f5ea8bde-54ef-40a6-9dbd-122c359249dc, f5ea8bde-54ef-40a6-9dbd-122c359249dc, 2.93
f5ea8bde-54ef-40a6-9dbd-122c359249dc, f5ea8bde-54ef-40a6-9dbd-122c359249dc, 3.76
f5ea8bde-54ef-40a6-9dbd-122c359249dc, f5ea8bde-54ef-40a6-9dbd-122c359249dc, 9.25
f5ea8bde-54ef-40a6-9dbd-122c359249dc, f5ea8bde-54ef-40a6-9dbd-122c359249dc, 0.62
f5ea8bde-54ef-40a6-9dbd-122c359249dc, f5ea8bde-54ef-40a6-9dbd-122c359249dc, 3.46
f5ea8bde-54ef-40a6-9dbd-122c359249dc, f5ea8bde-54ef-40a6-9dbd-122c359249dc, 5.55
f5ea8bde-54ef-40a6-9dbd-122c359249dc, f5ea8bde-54ef-40a6-9dbd-122c359249dc, 5.26
7167a72c-ced0-422e-a8bd-e8c43c2f3754, 7167a72c-ced0-422e-a8bd-e8c43c2f3754, 9.66
7167a72c-ced0-422e-a8bd-e8c43c2f3754, 7167a72c-ced0-422e-a8bd-e8c43c2f3754, 4.33
7167a72c-ced0-422e-a8bd-e8c43c2f3754, 7167a72c-ced0-422e-a8bd-e8c43c2f3754, 5.36
7167a72c-ced0-422e-a8bd-e8c43c2f3754, 7167a72c-ced0-422e-a8bd-e8c43c2f3754, 4.71
7167a72c-ced0-422e-a8bd-e8c43c2f3754, 7167a72c-ced0-422e-a8bd-e8c43c2f3754, 1.58
7167a72c-ced0-422e-a8bd-e8c43c2f3754, 7167a72c-ced0-422e-a8bd-e8c43c2f3754, 3.89
7167a72c-ced0-422e-a8bd-e8c43c2f3754, 7167a72c-ced0-422e-a8bd-e8c43c2f3754, 5.35
7167a72c-ced0-422e-a8bd-e8c43c2f3754, 7167a72c-ced0-422e-a8bd-e8c43c2f3754, 0.94
a7504532-ac1a-4d17-a93c-d6761de405f5, a7504532-ac1a-4d17-a93c-d6761de405f5, 5.51
a7504532-ac1a-4d17-a93c-d6761de405f5, a7504532-ac1a-4d17-a93c-d6761de405f5, 1.22
a7504532-ac1a-4d17-a93c-d6761de405f5, a7504532-ac1a-4d17-a93c-d6761de405f5, 9.42
a7504532-ac1a-4d17-a93c-d6761de405f5, a7504532-ac1a-4d17-a93c-d6761de405f5, 6.06
a7504532-ac1a-4d17-a93c-d6761de405f5, a7504532-ac1a-4d17-a93c-d6761de405f5, 0.43
a7504532-ac1a-4d17-a93c-d6761de405f5, a7504532-ac1a-4d17-a93c-d6761de405f5, 5.49
a7504532-ac1a-4d17-a93c-d6761de405f5, a7504532-ac1a-4d17-a93c-d6761de405f5, 0.43
a7504532-ac1a-4d17-a93c-d6761de405f5, a7504532-ac1a-4d17-a93c-d6761de405f5, 2.63
f3a1c158-aa29-4ff3-9342-730559cdcd4a, f3a1c158-aa29-4ff3-9342-730559cdcd4a, 2.33
f3a1c158-aa29-4ff3-9342-730559cdcd4a, f3a1c158-aa29-4ff3-9342-730559cdcd4a, 8.95
f3a1c158-aa29-4ff3-9342-730559cdcd4a, f3a1c158-aa29-4ff3-9342-730559cdcd4a, 3.49
f3a1c158-aa29-4ff3-9342-730559cdcd4a, f3a1c158-aa29-4ff3-9342-730559cdcd4a, 3.84
f3a1c158-aa29-4ff3-9342-730559cdcd4a, f3a1c158-aa29-4ff3-9342-730559cdcd4a, 7.89
f3a1c158-aa29-4ff3-9342-730559cdcd4a, f3a1c158-aa29-4ff3-9342-730559cdcd4a, 5.2
f3a1c158-aa29-4ff3-9342-730559cdcd4a, f3a1c158-aa29-4ff3-9342-730559cdcd4a, 2.32
f3a1c158-aa29-4ff3-9342-730559cdcd4a, f3a1c158-aa29-4ff3-9342-730559cdcd4a, 8.57
e60e222f-f45b-46f7-ae0b-2763e168bc4e, e60e222f-f45b-46f7-ae0b-2763e168bc4e, 2.92
e60e222f-f45b-46f7-ae0b-2763e168bc4e, e60e222f-f45b-46f7-ae0b-2763e168bc4e, 0.09
e60e222f-f45b-46f7-ae0b-2763e168bc4e, e60e222f-f45b-46f7-ae0b-2763e168bc4e, 3.93
e60e222f-f45b-46f7-ae0b-2763e168bc4e, e60e222f-f45b-46f7-ae0b-2763e168bc4e, 8.85
e60e222f-f45b-46f7-ae0b-2763e168bc4e, e60e222f-f45b-46f7-ae0b-2763e168bc4e, 6.87
e60e222f-f45b-46f7-ae0b-2763e168bc4e, e60e222f-f45b-46f7-ae0b-2763e168bc4e, 7.61
e60e222f-f45b-46f7-ae0b-2763e168bc4e, e60e222f-f45b-46f7-ae0b-2763e168bc4e, 5.94
e60e222f-f45b-46f7-ae0b-2763e168bc4e, e60e222f-f45b-46f7-ae0b-2763e168bc4e, 9.76
ebc1ada4-b349-4c65-b98d-00ebac6ecc4a, ebc1ada4-b349-4c65-b98d-00ebac6ecc4a, 0.58
ebc1ada4-b349-4c65-b98d-00ebac6ecc4a, ebc1ada4-b349-4c65-b98d-00ebac6ecc4a, 0.38
ebc1ada4-b349-4c65-b98d-00ebac6ecc4a, ebc1ada4-b349-4c65-b98d-00ebac6ecc4a, 1.18
ebc1ada4-b349-4c65-b98d-00ebac6ecc4a, ebc1ada4-b349-4c65-b98d-00ebac6ecc4a, 8.47
ebc1ada4-b349-4c65-b98d-00ebac6ecc4a, ebc1ada4-b349-4c65-b98d-00ebac6ecc4a, 5.03
ebc1ada4-b349-4c65-b98d-00ebac6ecc4a, ebc1ada4-b349-4c65-b98d-00ebac6ecc4a, 7.82
ebc1ada4-b349-4c65-b98d-00ebac6ecc4a, ebc1ada4-b349-4c65-b98d-00ebac6ecc4a, 0.77
ebc1ada4-b349-4c65-b98d-00ebac6ecc4a, ebc1ada4-b349-4c65-b98d-00ebac6ecc4a, 4.96
b8973d4b-57bf-4939-a9d7-01f4c23281d5, b8973d4b-57bf-4939-a9d7-01f4c23281d5, 0.3
b8973d4b-57bf-4939-a9d7-01f4c23281d5, b8973d4b-57bf-4939-a9d7-01f4c23281d5, 0.18
b8973d4b-57bf-4939-a9d7-01f4c23281d5, b8973d4b-57bf-4939-a9d7-01f4c23281d5, 1.75
b8973d4b-57bf-4939-a9d7-01f4c23281d5, b8973d4b-57bf-4939-a9d7-01f4c23281d5, 2.6
b8973d4b-57bf-4939-a9d7-01f4c23281d5, b8973d4b-57bf-4939-a9d7-01f4c23281d5, 2.58
b8973d4b-57bf-4939-a9d7-01f4c23281d5, b8973d4b-57bf-4939-a9d7-01f4c23281d5, 7.97
b8973d4b-57bf-4939-a9d7-01f4c23281d5, b8973d4b-57bf-4939-a9d7-01f4c23281d5, 8.1
b8973d4b-57bf-4939-a9d7-01f4c23281d5, b8973d4b-57bf-4939-a9d7-01f4c23281d5, 8.78
28fec3da-d8ae-425e-ad01-f941b4db040e, 28fec3da-d8ae-425e-ad01-f941b4db040e, 8.84
28fec3da-d8ae-425e-ad01-f941b4db040e, 28fec3da-d8ae-425e-ad01-f941b4db040e, 4.04
28fec3da-d8ae-425e-ad01-f941b4db040e, 28fec3da-d8ae-425e-ad01-f941b4db040e, 9.19
28fec3da-d8ae-425e-ad01-f941b4db040e, 28fec3da-d8ae-425e-ad01-f941b4db040e, 0.3
28fec3da-d8ae-425e-ad01-f941b4db040e, 28fec3da-d8ae-425e-ad01-f941b4db040e, 1.87
28fec3da-d8ae-425e-ad01-f941b4db040e, 28fec3da-d8ae-425e-ad01-f941b4db040e, 2.68
28fec3da-d8ae-425e-ad01-f941b4db040e, 28fec3da-d8ae-425e-ad01-f941b4db040e, 4.55
28fec3da-d8ae-425e-ad01-f941b4db040e, 28fec3da-d8ae-425e-ad01-f941b4db040e, 7.83
aa726883-087d-4d92-9264-699af278753a, aa726883-087d-4d92-9264-699af278753a, 6.81
aa726883-087d-4d92-9264-699af278753a, aa726883-087d-4d92-9264-699af278753a, 7.94
aa726883-087d-4d92-9264-699af278753a, aa726883-087d-4d92-9264-699af278753a, 7.05
aa726883-087d-4d92-9264-699af278753a, aa726883-087d-4d92-9264-699af278753a, 1.16
aa726883-087d-4d92-9264-699af278753a, aa726883-087d-4d92-9264-699af278753a, 5.12
aa726883-087d-4d92-9264-699af278753a, aa726883-087d-4d92-9264-699af278753a, 9.22
aa726883-087d-4d92-9264-699af278753a, aa726883-087d-4d92-9264-699af278753a, 5.03
aa726883-087d-4d92-9264-699af278753a, aa726883-087d-4d92-9264-699af278753a, 2.29
0a7a4e19-d8e4-418e-8ba6-9cac5ebe20a4, 0a7a4e19-d8e4-418e-8ba6-9cac5ebe20a4, 1.69
0a7a4e19-d8e4-418e-8ba6-9cac5ebe20a4, 0a7a4e19-d8e4-418e-8ba6-9cac5ebe20a4, 4.62
0a7a4e19-d8e4-418e-8ba6-9cac5ebe20a4, 0a7a4e19-d8e4-418e-8ba6-9cac5ebe20a4, 9.75
0a7a4e19-d8e4-418e-8ba6-9cac5ebe20a4, 0a7a4e19-d8e4-418e-8ba6-9cac5ebe20a4, 3.88
0a7a4e19-d8e4-418e-8ba6-9cac5ebe20a4, 0a7a4e19-d8e4-418e-8ba6-9cac5ebe20a4, 1.62
